01 - 43

04.02 - 4
07.02 - 1
08.02 - 4
09.02 - 4
11.02 - 8
13.02 - 1
16.02 - 1
17.02 - 3
18.02 - 2
19.02 - 1
20.02 - 1.5
23.03 - 2
24.02 - 1.5
